inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.18827441787e-05	-3.06359678286e-07	-6.38663022694e-07	-3.06359678286e-07	1.61176715493e-05	-8.36985215496e-08	-6.38663022694e-07	-8.36985215496e-08	1.67984728732e-05	1.18827441787e-05	-3.06359678286e-07	-6.38663022694e-07	-3.06359678286e-07	1.61176715493e-05	-8.36985215496e-08	-6.38663022694e-07	-8.36985215496e-08	1.67984728732e-05	4.77571993442e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	-9.89488958372e-22	-3.19949906644e-20	4.45385061072e-22	0.99993128964	-3.52517881441e-20	-1.49446979764e-21	2.80362528867e-22	0.999926714006	57578577.7443	-2229942.03927	38312.5236926	-2229231.51132	17.5405388416	243002.312568	38300.1407105	243001.200516	4.34658187839	57586754.5635082	-2229548.087744507	38305.579945799174	-2229548.0877926294	17.537440051625662	242958.2709239667	38305.579770277225	242958.27083802896	4.345794105591352	57717650.5336	0.0002499687552074404	0.0	0.0	0.0	-6.871272066470062e-05	0.0	0.0	0.0	-7.328867954947326e-05	0.00021399594575
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	1.52759579623e-21	2.76051095494e-19	1.12134671789e-21	0.999862553645	-2.15609279553e-20	3.13087861851e-22	-6.509006692e-22	0.999853401086	115202932.039	-4461525.12969	76747.3109939	-4458682.56875	139.896161597	485919.675888	76697.7150019	485915.22599	149.040615152	115235661.8616325	-4459949.305673732	76719.50133145762	-4459949.30638477	139.84674985441873	485743.60115670896	76719.50526855292	485743.59927923925	148.9866097524113	115497287.511	0.0004998750416509929	0.0	0.0	0.0	-0.00013745580161610022	0.0	0.0	0.0	-0.00014660966067114615	0.000427971148366
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	8.13428734869e-21	-7.11450290039e-21	3.01093742969e-22	0.999791164328	3.20641675205e-19	-3.33886284378e-21	-2.99078136461e-21	0.999774576717	168281251.771	-6459678.44528	176159.09904	-6453489.40792	478.868261748	734442.860468	175987.295249	734430.599491	-2066.84873896	168354353.23098308	-6456292.715992078	176063.84714278474	-6456292.80694835	478.6172711897874	734045.7360717184	176063.7442181263	734045.660331612	-2065.7311624923877	168731194.71	0.0007497188905459742	0.0	0.0	0.0	-0.00020885748120539225	0.0	0.0	0.0	-0.00022544869464704155	0.000644652490029
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	9.88067241695e-22	-1.71058277849e-18	9.92616735064e-22	0.999699859147	1.03459149826e-19	-4.59705625426e-22	6.38132037846e-21	0.999656165418	189288892.974	-7459940.36414	787717.560334	-7450250.82138	2028.44779555	1242850.7232	786660.010268	1242796.3566	1507.45759498	189410849.3611378	-7455051.180670231	787166.8906463076	-7455050.921687895	2027.118367572403	1241981.8835878647	787166.845144842	1241981.8381043582	1506.4037766511499	189865795.714	0.0009995003330834232	0.0	0.0	0.0	-0.00030018590428054006	0.0	0.0	0.0	-0.0003438937066626162	0.000881388076163
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	1.34706362754e-21	-4.51168604517e-19	-2.93649117456e-21	0.999598700977	-1.05263902826e-20	7.19543735345e-21	8.63142935919e-21	0.999525546408	198674698.524	-8045857.43578	1565866.83716	-8032587.79575	3354.49246688	1565995.62687	1563169.99659	1565880.80746	2190.88615205	198848803.02286965	-8039627.09989846	1564539.7955173536	-8039626.989382584	3351.8949047248693	1564668.476080583	1564539.848568769	1564668.2625623553	2189.0294187128657	199369855.773	0.0012492194004318981	0.0	0.0	0.0	-0.00040137956500128116	0.0	0.0	0.0	-0.00047456618071857226	0.00112558823685
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	1.40165754797e-21	3.57293582858e-19	1.29453765865e-21	0.999493626612	-3.42135860025e-19	2.853359523e-21	-2.50677601622e-20	0.999393875866	205401378.452	-8477015.60596	2169944.98868	-8460033.09663	-524.160235677	1747512.88656	2165382.04904	1747338.25479	-464.378116324	205630078.29150915	-8469452.666932294	2167792.6587737133	-8469452.742330642	-523.6925956386377	1745779.5595554053	2167793.048084036	1745779.3320162275	-463.91750791558275	206209525.2	0.0014988761237359487	0.0	0.0	0.0	-0.0005065016383006387	0.0	0.0	0.0	-0.0006063079014936773	0.00137139839732
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	8.51747876746e-21	-2.44477986329e-19	2.67799723314e-21	0.999386145035	-3.88429539994e-20	1.04967151781e-20	-1.87942673002e-20	0.999262304341	210868194.667	-8837051.76778	2577708.45535	-8816198.81096	-6222.18870851	1863708.55895	2571307.36104	1863477.64654	-4245.16612862	211153483.6712642	-8828126.413911734	2574785.8910975717	-8828126.473091058	-6215.904346087107	1861595.5162589126	2574786.1489048405	1861595.5485441936	-4240.3530277639375	211783130.122	0.001748470534116803	0.0	0.0	0.0	-0.0006140434510983865	0.0	0.0	0.0	-0.0007379678903336399	0.00161790026032
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	-1.3313471959e-20	-2.1828965493e-18	-3.85135293205e-21	0.999277217248	2.51989303278e-18	6.26465236917e-21	1.07130229083e-21	0.999130904829	215604008.408	-9152921.05247	2853352.69611	-9128049.57607	-3025.31627911	1956183.63852	2845182.78025	1955897.34849	-2377.35546275	215947635.02954966	-9142597.536341287	2849717.1077208454	-9142597.732481021	-3021.9040458761656	1953691.174643048	2849717.392355256	1953691.3054456546	-2374.3263644092826	216612836.77	0.001998002662673058	0.0	0.0	0.0	-0.0007230440853854974	0.0	0.0	0.0	-0.0008694730531674595	0.00186475818085
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	-1.29950074232e-20	-2.80999871529e-19	-4.64213759765e-21	0.999167518864	2.60588362734e-19	6.8598088199e-21	-3.61793290294e-21	0.998999496235	219875226.341	-9434674.85822	3048008.42067	-9405657.99272	3064.32144691	2033653.66771	3038123.14947	2033311.66618	2603.07301475	220278810.60451442	-9422922.164707981	3043699.6201427616	-9422922.218513103	3060.5042479785006	2030778.804262699	3043699.669909112	2030778.7872852697	2599.393194739552	220970691.613	0.00224747254047937	0.0	0.0	0.0	-0.0008328278408506253	0.0	0.0	0.0	-0.0010010046029797735	0.00211182583531
