inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.24231623429e-06	-8.71950862191e-07	6.25811269668e-07	-8.71950862191e-07	5.73157126207e-06	-6.85773212204e-07	6.25811269668e-07	-6.85773212204e-07	4.8263303047e-06	3.24231623429e-06	-8.71950862191e-07	6.25811269668e-07	-8.71950862191e-07	5.73157126207e-06	-6.85773212204e-07	6.25811269668e-07	-6.85773212204e-07	4.8263303047e-06	3.10308637157e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	-1.3763768405e-21	-7.73681090849e-20	-1.67348977677e-21	0.999924575606	3.38568611321e-20	5.21925117127e-22	-2.26313707538e-21	0.999929158798	55303718.1874	284692.368311	-1379453.32261	284599.745651	3.09279533802	872897.862401	-1379010.84751	872901.863395	18.4636398905	55311808.10643898	284641.3773450581	-1379212.5717460527	284641.37737082446	3.0922413905338995	872745.5187797507	-1379212.5714894335	872745.5188134748	18.460417500019368	55386187.1066	0.0002499687552074404	0.0	0.0	0.0	-7.542723856262887e-05	0.0	0.0	0.0	-7.084371135642212e-05	0.000215419074873
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	-7.38155299127e-22	7.1132181855e-20	-1.87976794203e-21	0.999849121511	-1.59791244909e-19	2.15883800119e-21	2.29429528884e-21	0.999858290812	110651348.252	569592.527706	-2759787.23904	569221.977055	-254.277987507	1745942.14495	-2758017.14324	1745958.15556	-246.29117075	110683730.58109818	569388.5613598024	-2758824.2822616133	569388.5609573391	-254.1869326748044	1745332.9433422212	-2758824.2822419344	1745332.9424676902	-246.20523378030336	110832703.234	0.0004998750416509929	0.0	0.0	0.0	-0.00015088987230398352	0.0	0.0	0.0	-0.0001417192296954878	0.000430818931531
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	-1.89724213247e-21	-6.14697558728e-20	-7.34432986371e-22	0.999768379727	-3.87797342977e-19	2.85129157147e-21	-2.24304886495e-21	0.999785079161	161720822.725	816453.267871	-3906686.07029	815652.489721	-2112.05851414	2648077.56853	-3902919.33777	2648121.73364	-1131.84919639	161793061.92472336	816016.765838829	-3904662.650630411	816016.8341642013	-2110.9293401017976	2646706.0295540304	-3904662.735835843	2646705.963058073	-1131.2629691184814	162007010.45	0.0007497188905459742	0.0	0.0	0.0	-0.00023164710111819127	0.0	0.0	0.0	-0.00021494393779317346	0.000648747952707
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	1.46431647937e-21	-1.23706153077e-19	-7.55546771506e-21	0.999654076183	7.18052690592e-19	-1.49430177658e-21	-1.91060626924e-20	0.999688674757	182136188.71	786893.588426	-3464895.64188	785835.50553	2893.5693577	3644722.21383	-3460356.34829	3644848.22764	2617.63352374	182255956.63815805	786352.2922635275	-3462632.0145556694	786352.2501211597	2891.5789005248416	3642341.1052352414	-3462631.7868695515	3642340.973307985	2615.9234154476167	182466036.336	0.0009995003330834232	0.0	0.0	0.0	-0.0003459836624453407	0.0	0.0	0.0	-0.00031137371476386386	0.000885678120616
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	-1.29950074232e-21	1.41143430582e-19	8.66388973588e-21	0.999528438787	9.27649969754e-20	5.9238539568e-21	-3.68454679165e-20	0.999582913819	191638722.646	649279.751256	-2628785.09545	648163.311591	2272.4678006	4699236.75137	-2624408.26795	4699492.86664	1449.43426959	191809135.6091642	648739.7451827812	-2626741.886019472	648739.6848261034	2270.577788765896	4695584.294247012	-2626741.998749908	4695584.297669344	1448.3077044045526	192036815.835	0.0012492194004318981	0.0	0.0	0.0	-0.0004716724329550376	0.0	0.0	0.0	-0.0004171731856345446	0.00112953315047
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	5.41472428977e-21	6.59026219453e-19	-2.65276822446e-21	0.99939955713	6.55989380931e-19	-4.37743980163e-21	-1.93450661906e-20	0.999475597259	198568372.62	593503.582857	-2090669.83379	592258.840146	4231.6676425	5646863.79258	-2086443.71183	5647293.52699	4407.05893544	198791920.2446048	592925.5926717074	-2088792.7267006536	592925.6032116328	4227.546585044864	5641793.758141127	-2088792.623338399	5641793.846236004	4403.10205930529	199063168.941	0.0014988761237359487	0.0	0.0	0.0	-0.0006006232080124022	0.0	0.0	0.0	-0.0005245402882062038	0.00137500707318
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	-2.48906918123e-20	3.88443395269e-19	-7.11375326796e-22	0.999269384163	2.56703612385e-19	2.51570439696e-20	-3.48139640308e-20	0.999367074796	204161435.486	568447.993538	-1797132.92421	567040.187105	-1407.73879829	6425919.24658	-1792857.67575	6426547.67631	-1612.7832819	204440103.41918722	567814.3313816088	-1795305.1140460987	567814.1624475934	-1406.1695592167666	6419383.63624585	-1795304.81735542	6419383.854632354	-1611.1429682453368	204769711.652	0.001748470534116803	0.0	0.0	0.0	-0.0007308828668228861	0.0	0.0	0.0	-0.0006331255857123044	0.00162129919446
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	8.83428894207e-22	-4.17794193246e-19	-2.2562178388e-20	0.999138613996	1.87536320526e-19	1.13141764185e-20	-3.59864925491e-20	0.999257719372	208955823.136	547683.137227	-1643627.47324	546118.997726	-3082.24393493	7034911.13389	-1639128.92393	7035749.92207	-3144.04218525	209291322.8279773	546995.9818332839	-1641760.969601767	546995.8469698748	-3078.3767708698456	7026922.287609543	-1641760.711074461	7026922.457466532	-3140.4718104095514	209669444.687	0.001998002662673058	0.0	0.0	0.0	-0.0008617572101068467	0.0	0.0	0.0	-0.0007425562546684307	0.00186804107599
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	1.14928474308e-20	5.79326798747e-20	-1.07880895489e-20	0.999007612011	-1.32140510533e-18	1.53226936669e-20	2.64495136767e-20	0.999147733867	213240593.386	529917.435342	-1565945.35568	528203.225569	907.935423469	7511078.94028	-1561097.85169	7512133.33056	1148.85838522	213634494.44928792	529178.7989656169	-1563981.9653484547	529178.9300954224	906.669878902131	7501661.510918669	-1563981.5338909964	7501662.388160056	1147.417940674682	214047334.483	0.00224747254047937	0.0	0.0	0.0	-0.0009928807319817283	0.0	0.0	0.0	-0.000852629518262303	0.00211503572378
100	25.0	nan	nan	1	1	5.0	5.0	5.0	1.0025	-2.93533312171e-20	-1.25024937467e-19	1.97150227196e-20	0.998876536652	9.22320445067e-19	-1.87637650152e-20	5.80860701795e-20	0.999037218068	217172559.198	514528.04341	-1528148.46591	512668.489347	225.352745981	7892092.46296	-1522869.62969	7893362.86816	506.607397697	217626345.7390185	513739.55023901816	-1526052.0854404927	513739.72072783863	225.00740211968846	7881265.747577315	-1526051.6971861476	7881266.61257716	505.91241165478544	218071521.87	0.002496880198587146	0.0	0.0	0.0	-0.0011240949060122678	0.0	0.0	0.0	-0.0009632457042220331	0.00236219316348
110	27.5	nan	nan	1	1	5.0	5.0	5.0	1.00275	1.33573125315e-20	3.15677143964e-19	-5.4362309857e-21	0.998745465825	8.75335552298e-19	-7.64645758244e-21	1.53208738696e-19	0.998926308683	220853431.238	498302.94649	-1512313.57078	496312.837298	-210.386077316	8205646.34821	-1506546.48775	8207132.16213	-99.8762171736	221368528.91061264	497470.50122609176	-1510060.5365159696	497470.3904586954	-210.03461462670396	8193421.633218191	-1510060.2144110384	8193421.650589263	-99.72742227827963	221840199.053	0.0027462256680252286	0.0	0.0	0.0	-0.0012553217617702545	0.0	0.0	0.0	-0.0010742681364432744	0.00260944162431
120	30.0	nan	nan	1	1	5.0	5.0	5.0	1.003	-9.39511739738e-21	-1.21126642036e-18	-1.70481924247e-20	0.998614390657	-1.75851856707e-18	6.1674586472e-21	-1.01102150369e-20	0.998815133203	224345424.044	482514.031568	-1507485.31376	480404.329002	-46.2388099613	8469949.53883	-1501194.7416	8471653.18612	161.15861482	224923214.52978098	481641.500132232	-1505061.812315118	481641.586466948	-46.15519619548796	8456332.865580805	-1505060.9940216711	8456333.872619847	160.89952895541043	225416163.824	0.002995508979798371	0.0	0.0	0.0	-0.0013865701872979616	0.0	0.0	0.0	-0.0011855693066384016	0.00285674386586
130	32.5	nan	nan	1	1	5.0	5.0	5.0	1.00325	4.39729213633e-21	6.49652143463e-19	-4.25501707097e-21	0.998483324744	5.46065762919e-19	8.03854119279e-21	2.78209791323e-20	0.998703751213	227688137.777	470337.200003	-1509685.75998	468102.571542	-42.9784630791	8699009.11768	-1502843.92036	8700930.4605	132.369221048	228329963.72763282	469422.04370091326	-1507080.9280114125	469422.097367574	-42.8948379451688	8683999.731193459	-1507080.2597549951	8684000.667694127	132.14082942652303	228841129.353	0.0032447301648890294	0.0	0.0	0.0	-0.0015178265721780273	0.0	0.0	0.0	-0.0012970896441770305	0.00310407612461
140	35.0	nan	nan	1	1	5.0	5.0	5.0	1.0035	1.4933918779e-20	6.25833477724e-19	-2.71646113162e-21	0.998352275932	1.5795427387e-19	4.87043944671e-21	9.35586767731e-20	0.998592210773	230910247.363	460821.108755	-1517935.70251	458457.168934	-18.3481728168	8901948.67684	-1510511.45919	8904088.84474	88.023472263	231617420.19884118	459861.2479549312	-1515137.9867361546	459861.2142718282	-18.309954750166803	8885541.445499454	-1515137.4672791376	8885542.1990243	87.86123570949488	232144336.857	0.003493889254255838	0.0	0.0	0.0	-0.0016490830583350835	0.0	0.0	0.0	-0.0014087810932560058	0.00335142045437
150	37.5	nan	nan	1	1	5.0	5.0	5.0	1.00375	-4.21862112402e-20	4.87427756475e-19	-1.81913560313e-20	0.998221225592	-2.44393986137e-18	-8.70359440528e-21	1.35384650857e-20	0.998480567739	234030637.258	452345.185049	-1531102.30339	449853.52731	-11.6104419884	9084370.41456	-1523063.86145	9086731.265	64.2023739952	234804436.20305446	451341.01003556966	-1528100.2660845255	451340.92310116626	-11.584667610524551	9066558.659708036	-1528099.7201010252	9066559.350294905	64.0764921900413	235345139.756	0.003742986278834297	0.0	0.0	0.0	-0.0017803583057404758	0.0	0.0	0.0	-0.001520587768823272	0.00359876608134
160	40.0	nan	nan	1	1	5.0	5.0	5.0	1.004	1.72020480187e-20	-7.14023338732e-20	-1.4816459132e-20	0.998090164091	-1.36551761342e-18	-3.45430623802e-21	1.71833950958e-19	0.99836885906	237063112.657	444988.83842	-1548207.70174	442369.472659	1.05459131558	9250943.44624	-1539523.77514	9253527.2431	39.1101285025	237904786.87585628	443940.1033994751	-1544990.2213695627	443940.07120625203	1.052105889530801	9231718.16470132	-1544989.7350539172	9231718.835235937	39.02884995660581	238457761.863	0.003992021269537457	0.0	0.0	0.0	-0.0019116619709558128	0.0	0.0	0.0	-0.0016324726987709827	0.00384610495186
170	42.5	nan	nan	1	1	5.0	5.0	5.0	1.00425	4.46677530779e-23	9.7795009902e-19	4.53791284047e-20	0.997959087633	-2.75477572401e-18	2.01749351402e-20	-3.60530805884e-20	0.99825711016	240018584.206	439644.317624	-1568699.14932	436890.256148	-1.38745211405	9404807.47671	-1559337.42735	9407616.67909	49.9537857859	240929356.22952998	438548.0777318733	-1565254.9408174544	438548.07537049375	-1.3839925439304983	9384158.445383543	-1565254.4729353313	9384159.069654286	49.844108124754264	241493389.898	0.004240994257254614	0.0	0.0	0.0	-0.0020429978666762793	0.0	0.0	0.0	-0.0017444104395791188	0.00409343053224
