inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	5.91969922976e-06	-1.06577413187e-06	-7.40195640917e-07	-1.06577413187e-06	6.37902006177e-06	1.41939962111e-06	-7.40195640917e-07	1.41939962111e-06	6.06393602431e-06	5.91969922976e-06	-1.06577413187e-06	-7.40195640917e-07	-1.06577413187e-06	6.37902006177e-06	1.41939962111e-06	-7.40195640917e-07	1.41939962111e-06	6.06393602431e-06	3.35572749629e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	9.29487667807e-22	-6.53196870881e-20	-8.97510553614e-22	0.999930783777	-2.09092033367e-20	2.19386393025e-21	-7.97712303231e-23	0.999929669092	58094236.2178	-533980.115266	-1189118.8299	-533809.702691	26.6010942841	659756.068222	-1188738.01338	659755.332671	25.4865186832	58102343.95035813	-533884.2021633043	-1188903.9159324474	-533884.2021007198	26.596316215750722	659636.8279991784	-1188903.915722842	659636.8279192921	25.481912407770167	58157375.1426	0.0002499687552074404	0.0	0.0	0.0	-6.921861855335054e-05	0.0	0.0	0.0	-7.033338133407241e-05	0.00021316414173
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	-7.46242282084e-21	4.91480734682e-20	7.30915045386e-22	0.999861540873	2.81410437456e-19	-1.30875482542e-21	-1.5775885245e-21	0.999859310771	116233843.278	-1068344.71155	-2379105.50932	-1067662.96	-481.423965781	1319737.08238	-2377581.99571	1319734.13893	-435.950947916	116266296.55870907	-1067961.0567646045	-2378245.8408873985	-1067961.0587702582	-481.25108093748514	1319260.207224774	-2378245.832796855	1319260.207330605	-435.7934209519297	116376842.464	0.0004998750416509929	0.0	0.0	0.0	-0.00013846871334953712	0.0	0.0	0.0	-0.00014069912665770916	0.000426307919335
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	-1.84176287029e-21	-2.14384173367e-19	3.30290633653e-21	0.999787724856	-2.37694743414e-19	-3.99300761195e-21	4.42298643411e-21	0.999785219423	169841974.775	-1527271.63408	-3568646.96867	-1525803.00141	-3883.17677823	2052344.76331	-3565206.78983	2052339.65973	-3416.3560088	169914530.0002762	-1526454.8916632952	-3566729.617346154	-1526454.813075762	-3881.100163228731	2051242.086025453	-3566729.8195883096	2051242.1255283668	-3414.5204798800173	170088108.958	0.0007497188905459742	0.0	0.0	0.0	-0.00021229767755666446	0.0	0.0	0.0	-0.00021480364565084866	0.000642181331265
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	-4.02273441521e-21	2.72204046486e-19	5.80060404553e-21	0.999678741335	2.76066307862e-19	-3.98990568465e-21	1.1034395501e-20	0.999684660705	190608123.468	-1472711.10295	-4996798.98034	-1470767.33524	3642.50194428	3082823.47564	-4990233.23106	3082841.58815	3420.42709111	190729522.17077973	-1471703.949172694	-4993411.349830877	-1471704.0699569697	3640.0109196760054	3080733.4442216037	-4993411.520787618	3080733.3025913993	3418.1081778990288	191013552.959	0.0009995003330834232	0.0	0.0	0.0	-0.0003213102796196344	0.0	0.0	0.0	-0.000315389024890336	0.00087857330809
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	-2.47826930436e-20	1.66490777792e-19	6.70305809382e-21	0.999559040975	3.7828592754e-19	1.45583787809e-22	2.2298278692e-20	0.999573792476	200396272.74	-1351174.16404	-6146786.95124	-1348892.34769	-3081.78235745	3877425.40015	-6136496.52153	3877482.54273	-3057.50239054	200570162.7807237	-1350062.7117945026	-6141821.351469976	-1350062.8232785154	-3079.247337159883	3874293.07380975	-6141821.349259774	3874292.9933782658	-3055.0324280559	200980807.336	0.0012492194004318981	0.0	0.0	0.0	-0.00044105627602102396	0.0	0.0	0.0	-0.00042629837624230216	0.00112196350485
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	1.90433003634e-20	1.49813162281e-19	2.10765620079e-21	0.999436552482	-8.00481290331e-20	-6.41892155341e-21	2.37030413985e-20	0.999460305611	207319202.106	-1351714.96727	-6948879.85606	-1348930.02172	3187.63170795	4402639.78298	-6934727.58134	4402744.5954	3534.58250967	207548093.99301302	-1350419.2453120586	-6942383.816768805	-1350419.3152103452	3184.5761196804087	4398524.051868276	-6942383.904854127	4398524.228691339	3531.2782667795773	208045474.573	0.0014988761237359487	0.0	0.0	0.0	-0.0005636063142046497	0.0	0.0	0.0	-0.0005398400764371681	0.00136713507304
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	1.11361451787e-20	-2.50910349567e-19	4.29306737915e-21	0.999313432794	1.31775144856e-19	4.72071975584e-21	3.62484115353e-21	0.999344750743	212828198.005	-1446544.40543	-7491621.63408	-1443026.10064	-2137.00724574	4753380.08901	-7473633.53038	4753529.0579	-1975.018768	213114062.08781806	-1444964.1867334573	-7483672.2431739615	-1444964.3275131716	-2134.67275895087	4748336.257607647	-7483671.877810025	4748336.258105085	-1972.9230673626143	213682939.772	0.001748470534116803	0.0	0.0	0.0	-0.0006868030011963201	0.0	0.0	0.0	-0.000655464026617725	0.00161317083861
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	-4.08756211078e-20	6.70125484009e-19	-4.71699744308e-21	0.999190608931	6.41425056789e-19	-9.04935590133e-22	-4.0201494758e-20	0.999227419976	217528176.549	-1594144.00387	-7880442.68648	-1589674.55824	-5114.2770532	4988346.64326	-7858637.04029	4988530.42218	-4714.90018616	217872708.6359905	-1592192.1755798007	-7871084.045089523	-1592192.364907049	-5108.015265925999	4982422.591880786	-7871083.945621283	4982422.595797382	-4709.300873813009	218491640.209	0.001998002662673058	0.0	0.0	0.0	-0.000809718802806675	0.0	0.0	0.0	-0.0007728786177486267	0.00185965588795
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	-8.35555816255e-21	-1.66741744389e-18	-1.23382260168e-20	0.999068358517	-5.34746675115e-19	2.13412598039e-22	-4.28780185756e-20	0.999108640812	221715185.93	-1762792.89785	-8177258.58636	-1757197.67353	728.337287113	5151457.42089	-8151628.72771	5151666.37837	1473.39274962	222119926.25016907	-1760404.670812574	-8166509.317829096	-1760405.4319250854	727.3505377316204	5144685.6649820935	-8166509.498313572	5144686.914731572	1471.4559276215405	222767927.083	0.00224747254047937	0.0	0.0	0.0	-0.0009320757306560829	0.0	0.0	0.0	-0.0008917566848270763	0.00210638779604
