inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.15847913218e-05	-2.82084889741e-07	-6.35438826107e-07	-2.82084889741e-07	1.56660320517e-05	-7.88312122228e-08	-6.35438826107e-07	-7.88312122228e-08	1.64032485305e-05	1.15847913218e-05	-2.82084889741e-07	-6.35438826107e-07	-2.82084889741e-07	1.56660320517e-05	-7.88312122228e-08	-6.35438826107e-07	-7.88312122228e-08	1.64032485305e-05	4.65590788057e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	1.73410660603e-21	-1.08358850787e-19	1.34494397722e-22	0.999931369135	-5.54818471173e-20	-8.94389037323e-24	5.22899316169e-22	0.999926698973	58187289.6324	-2265908.15384	35202.5096671	-2265186.34615	14.315772145	283763.379814	35191.1313346	283762.054314	11.83619172	58195549.144030884	-2265507.882439863	35196.12677991573	-2265507.882572995	14.313243271907394	283711.9280948609	35196.12661037927	283711.92790680495	11.834045592432545	58329779.6164	0.0002499687552074404	0.0	0.0	0.0	-6.863322020532825e-05	0.0	0.0	0.0	-7.330371365133133e-05	0.000213975139453
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	-4.42594618974e-21	3.64990782801e-19	-9.90341988379e-22	0.999862711842	-7.01242364292e-21	6.29127724514e-21	1.29240508363e-22	0.999853368972	116420401.333	-4533383.18638	70504.7563255	-4530495.55515	-296.946340731	567513.871681	70459.1897221	567508.567105	-366.282244008	116453462.36095026	-4531782.127438236	70479.19752392301	-4531782.12381376	-296.8414679297156	567308.1412424532	70479.19870002897	567308.1396033891	-366.14946239603967	116722224.4	0.0004998750416509929	0.0	0.0	0.0	-0.00013729758288174947	0.0	0.0	0.0	-0.00014664177938024454	0.000427930489511
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	-3.5095463933e-21	-7.07401344338e-19	2.55392014126e-21	0.999791403533	-4.68245748263e-19	8.56855717028e-22	-1.80842361419e-22	0.999774168421	169773360.416	-6566054.75788	151997.059963	-6559765.30709	1400.52177839	857062.990247	151848.734068	857048.186978	-1328.71737726	169847138.77551407	-6562615.953372534	151914.83650047716	-6562615.982378328	1399.7882906592504	856599.3583407286	151914.72292789165	856599.3297452822	-1327.9986018869818	170233700.157	0.0007497188905459742	0.0	0.0	0.0	-0.00020861822626901238	0.0	0.0	0.0	-0.00022585708279084093	0.000644714525523
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	8.20356372499e-21	4.45308546865e-20	-1.1994118882e-23	0.99970030984	9.19242712803e-20	-3.73466876689e-21	-5.8395461578e-21	0.999656438174	191105792.697	-7432281.88449	767470.35177	-7422631.76649	1935.06618232	1261539.53862	766440.213759	1261484.152	1778.41787549	191228781.3010356	-7427408.801592862	766933.490542368	-7427408.697143684	1933.797428246292	1260657.0658784176	766933.4662692283	1260657.041707137	1777.1738357669328	191676207.935	0.0009995003330834232	0.0	0.0	0.0	-0.0002997350760699154	0.0	0.0	0.0	-0.0003436208568848514	0.000881149897841
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	-1.80987118027e-21	-6.7495177269e-19	1.84647392237e-21	0.999598369678	6.42790473486e-19	-8.07845265735e-22	-1.53090064127e-20	0.99952789707	200978754.508	-7804290.86247	1590402.98377	-7791416.97618	3464.30085747	1543454.9844	1587667.40344	1543346.16921	1863.41934908	201154471.71765748	-7798229.244747917	1589055.674884952	-7798229.069595964	3461.6101238924953	1542147.4474830204	1589055.5127786195	1542147.447294652	1861.8407545532	201641260.035	0.0012492194004318981	0.0	0.0	0.0	-0.0004017109970597775	0.0	0.0	0.0	-0.0004722144056749622	0.00112485813988
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	9.59529510562e-22	-7.77885481882e-19	-1.88059512264e-21	0.999491964516	-7.71393484091e-20	4.06890143315e-21	1.14633985085e-20	0.999398625305	208127327.335	-8118582.2122	2138222.14782	-8102304.29981	-209.450414266	1712560.51897	2133735.97909	1712400.2905	-102.465889771	208358418.62790787	-8111300.509202275	2136104.835446362	-8111300.581077584	-209.26255440702823	1710864.7056602766	2136105.143257175	1710864.407755609	-102.36442589994748	208885483.313	0.0014988761237359487	0.0	0.0	0.0	-0.0005081645777509598	0.0	0.0	0.0	-0.0006015555932903995	0.00137021877062
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	-4.60946396345e-21	3.93096583483e-19	-3.63918110493e-21	0.99938328834	2.26275256564e-21	-6.84533315918e-21	-6.89312868895e-21	0.999269183671	213973311.635	-8400961.12728	2473365.8369	-8381113.25336	-5694.21572181	1816193.79926	2467240.84871	1815986.08167	-4564.57016199	214261939.02632707	-8392418.444744688	2470568.636620797	-8392418.489682466	-5688.425446571009	1814139.8136641027	2470568.895953357	1814139.4605097282	-4559.407958833041	214825177.212	0.001748470534116803	0.0	0.0	0.0	-0.0006169019048575055	0.0	0.0	0.0	-0.000731083505432525	0.00161632040608
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	-2.94377036395e-20	3.78596902214e-19	4.48125096851e-21	0.999273246338	2.3711421772e-19	1.00370095527e-20	1.00892899524e-20	0.999139766823	219071923.984	-8644900.86668	2680165.74701	-8621375.60569	-3209.93740941	1890598.47931	2672515.43079	1890345.80479	-3006.30693146	219420003.465239	-8635073.752456646	2676761.460974503	-8635073.955956984	-3206.2885044591435	1888197.083795925	2676761.7429957595	1888196.9491314108	-3002.4883882536315	220005419.896	0.001998002662673058	0.0	0.0	0.0	-0.0007270178754624734	0.0	0.0	0.0	-0.0008606033898875854	0.00186280616196
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	-3.16872213154e-20	-1.52554226866e-18	2.78015403879e-21	0.999162283736	-2.6383963749e-18	6.67865626575e-21	3.73202954375e-20	0.999010443386	223693043.373	-8857070.21313	2819640.25778	-8829783.42249	3477.31877175	1951868.8166	2810526.33603	1951572.07782	2880.26715375	224102353.75230154	-8845940.101942256	2815669.041333403	-8845940.035799533	3472.949048621073	1949119.7802558444	2815668.9975240338	1949119.6625523837	2876.2105496282493	224700634.739	0.00224747254047937	0.0	0.0	0.0	-0.0008380673443534149	0.0	0.0	0.0	-0.0009900465483844943	0.00210951199781
