inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.27488834959e-06	7.18607846212e-07	1.63264088861e-06	7.18607846212e-07	-2.24293905209e-07	4.29657756461e-07	1.63264088861e-06	4.29657756461e-07	2.89621063775e-06	3.27488834959e-06	7.18607846212e-07	1.63264088861e-06	7.18607846212e-07	-2.24293905209e-07	4.29657756461e-07	1.63264088861e-06	4.29657756461e-07	2.89621063775e-06	4.60023573512e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	3.07417797246e-21	6.34848422629e-20	2.4531075041e-22	0.999925317626	4.25959564491e-20	-5.13239720695e-23	5.74412311933e-22	0.999934867556	58718898.684	-391920.491792	962128.146639	-391793.274169	16.6081881268	592742.244936	961825.024295	592747.905853	19.0376732509	58727109.31843794	-391848.0581796664	961959.5161406772	-391848.05842792755	16.60511864948119	592638.3560512504	961959.5158104191	592638.3558985493	19.03433655158565	58763608.3779	0.0002499687552074404	0.0	0.0	0.0	-7.468516286733706e-05	0.0	0.0	0.0	-6.513456520948673e-05	0.000213323688831
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	-6.02807871398e-23	-1.97521342883e-19	-2.65111386323e-21	0.999850607477	1.48776562802e-19	-7.92258081067e-22	-9.58779878131e-22	0.999869710177	117484274.191	-784129.508265	1924900.64077	-783620.551206	-290.571495248	1185424.47565	1923687.99641	1185447.12504	-303.282826699	117517139.37284318	-783839.7657896226	1924226.136431627	-783839.7620926381	-290.4641266265925	1185009.0911180899	1924226.1310347987	1185009.092316046	-303.17655337868945	117590440.521	0.0004998750416509929	0.0	0.0	0.0	-0.00014940368317420074	0.0	0.0	0.0	-0.00013029831145608807	0.000426626647265
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	3.1070971759e-21	4.17698453552e-20	-6.99877516281e-21	0.99976876934	-5.30116273143e-20	2.88163876019e-21	1.41354826928e-21	0.999803475696	171613453.335	-1164417.57024	2922373.31126	-1163275.65382	-3104.59748574	1779866.67298	2919609.34695	1779928.48534	105.235767294	171686885.45063344	-1163773.6213572836	2920858.565933557	-1163773.4107887272	-3102.8805740982298	1778944.1198228796	2920858.6259954553	1778944.1451954124	105.1812207423774	171802364.912	0.0007497188905459742	0.0	0.0	0.0	-0.00023125739793086465	0.0	0.0	0.0	-0.00019654361743163488	0.000642725491622
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	1.49367622124e-20	-3.51973622447e-20	7.83960425547e-21	0.999639936333	-7.1226557993e-20	-6.43091567229e-21	-9.93508539162e-21	0.999722552017	192351344.19	-1532313.43664	3484919.26761	-1530231.7377	2503.0570425	2659456.43966	3480471.86854	2659676.29778	2318.10742522	192474029.39811254	-1531207.4844141193	3482691.820568165	-1531207.7475115806	2501.250452907123	2657756.6016079485	3482691.7772041163	2657756.6677282644	2316.625766354914	192639396.049	0.0009995003330834232	0.0	0.0	0.0	-0.0003601285054864129	0.0	0.0	0.0	-0.00027748647881174705	0.000880166095562
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	5.98217018998e-21	-3.03914506406e-19	-1.43193235839e-20	0.999495532064	4.61303117984e-19	2.30907467994e-21	2.93329586633e-20	0.999635965326	201954903.459	-1801511.89818	3624262.50404	-1798355.0769	1593.80304167	3053351.85809	3618420.05355	3053780.97481	765.788757377	202130417.13383907	-1799918.0522368036	3621564.79506757	-1799917.9798194445	1592.3929613287135	3051079.1047520805	3621564.7268896042	3051079.2127938685	765.2187448021772	202319604.953	0.0012492194004318981	0.0	0.0	0.0	-0.0005045952227590934	0.0	0.0	0.0	-0.00036410095070714036	0.00112530558106
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	2.8105529263e-20	-3.25284562435e-19	6.10087060788e-21	0.99934803623	3.99433833876e-19	4.26163451587e-21	-1.43573480427e-20	0.999547573125	208979991.076	-2072962.22551	3632977.03409	-2068507.95222	1400.62602522	3229826.07448	3625894.59365	3230470.94637	1105.00257013	209210980.01504838	-2070794.322355004	3629902.29527942	-2070794.3072668938	1399.1612510231166	3227092.539010483	3629902.353153559	3227092.52100818	1104.0673607256224	209409517.396	0.0014988761237359487	0.0	0.0	0.0	-0.0006521763907972984	0.0	0.0	0.0	-0.00045252925091776515	0.00137233530378
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	3.36034886019e-20	8.48467847123e-19	-5.09419180241e-21	0.999199044103	-3.58222971975e-20	8.34583879035e-21	-7.15933091971e-20	0.999458152557	214666352.269	-2328094.53914	3597875.38391	-2322166.1566	-3541.84801542	3353198.3716	3589643.86011	3354067.69524	-3116.01428502	214954901.13865152	-2325287.4420854305	3594469.1124650557	-2325287.5513251047	-3537.5774366420906	3350023.746955274	3594468.965056994	3350023.5323463343	-3113.064213283617	215164329.308	0.001748470534116803	0.0	0.0	0.0	-0.0008012768335563975	0.0	0.0	0.0	-0.0005419942953760937	0.00162033386194
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	-1.82771760198e-20	6.48116430957e-19	-6.18193430792e-21	0.999049785898	-6.70425336981e-19	-5.01519605391e-21	-4.2092481337e-20	0.999367597742	219560207.503	-2514376.52719	3540736.01325	-2506973.80018	5935.40552329	3497478.6978	3531433.70049	3498591.34914	5640.22804756	219908105.5218569	-2510945.739322129	3537029.6113140658	-2510946.15577361	5927.306848712028	3493817.5771268113	3537029.3355192128	3493817.631033157	5634.323921390651	220113831.862	0.001998002662673058	0.0	0.0	0.0	-0.0009506658416085245	0.0	0.0	0.0	-0.0006326023086536072	0.00186880192603
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	-3.60464631435e-20	-1.84546925982e-18	-5.1926262953e-21	0.998900575721	2.18776119849e-18	4.25956656434e-21	-2.09089545362e-20	0.99927602136	223935414.346	-2633934.73044	3473664.21597	-2625133.23749	-1867.70797495	3664057.79961	3463356.63056	3665434.68269	-1180.65079204	224344305.83910292	-2629925.6916818377	3469680.6685982137	-2629926.5599406105	-1864.8651886144125	3659855.911658193	3469680.494375616	3659855.626558278	-1179.296838961287	224562017.542	0.00224747254047937	0.0	0.0	0.0	-0.0011000290892090668	0.0	0.0	0.0	-0.0007242408390944333	0.00211754912733
