inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.27697267975e-05	-3.28116759209e-07	-7.06132106659e-07	-3.28116759209e-07	1.73400429869e-05	-9.05459710617e-08	-7.06132106659e-07	-9.05459710617e-08	1.82407347408e-05	1.27697267975e-05	-3.28116759209e-07	-7.06132106659e-07	-3.28116759209e-07	1.73400429869e-05	-9.05459710617e-08	-7.06132106659e-07	-9.05459710617e-08	1.82407347408e-05	5.25917550657e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	-2.79378838251e-21	1.52782895777e-19	-4.77451234505e-22	0.999931268546	-2.11706538025e-22	4.74394543648e-21	1.08319301214e-21	0.999926575778	54672394.5582	-2386010.02778	80953.3518307	-2385249.72164	12.3297174347	298435.522739	80927.1755095	298434.122548	11.7891539483	54680167.37841108	-2385588.8343655844	80938.68158433237	-2385588.834594438	12.32754091585698	298381.4406961391	80938.68099394985	298381.44109000504	11.78701753530441	54838665.5187	0.0002499687552074404	0.0	0.0	0.0	-6.873381611483434e-05	0.0	0.0	0.0	-7.342691769032622e-05	0.000214049898346
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	6.43994680437e-21	4.62527138496e-19	9.89825000496e-22	0.999862511797	1.61649806654e-19	-3.91209900828e-21	-1.61103764052e-21	0.999853124021	109388052.05	-4773807.15545	162015.290581	-4770765.4335	-141.54223451	596803.999638	161910.538435	596798.395928	-160.834115193	109419164.73169468	-4772122.354870416	161956.59053988772	-4772122.357803805	-141.4922805778504	596587.7705451219	161956.5898176779	596587.7702678901	-160.7758431055925	109736286.526	0.0004998750416509929	0.0	0.0	0.0	-0.0001374976553691319	0.0	0.0	0.0	-0.00014688676633242204	0.000428079158458
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	-1.25426882622e-20	-2.47684758768e-20	-1.59495931737e-21	0.99979179995	-1.75378523281e-19	-6.31242204955e-22	4.87628140979e-21	0.999775769461	161152188.872	-6983858.02632	288279.256773	-6977171.22688	-2612.18164704	888281.814777	287998.550618	888267.506093	-4690.12688195	161221898.62596893	-6980189.229869628	288123.19662992	-6980189.348402452	-2610.8094022552023	887800.9429006769	288123.13042201946	887800.8768085769	-4687.5878790385395	161686301.27	0.0007497188905459742	0.0	0.0	0.0	-0.00020822172663917632	0.0	0.0	0.0	-0.00022425568242622165	0.00064403826363
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	1.67970397112e-20	-4.59268460473e-19	-5.54583241686e-21	0.999700874204	-1.35485318737e-18	7.07265273127e-21	-7.84249938762e-21	0.999658894329	182413991.943	-8006560.587	861767.139318	-7996169.35717	5260.29808536	1338379.02554	860612.538068	1338322.87519	5906.34696016	182530835.3031979	-8001291.310816468	861163.829400871	-8001291.219185362	5256.8361789498385	1337442.0469733484	861163.7943598295	1337442.0983850926	5902.212017514254	183071357.799	0.0009995003330834232	0.0	0.0	0.0	-0.00029917054304491256	0.0	0.0	0.0	-0.00034116386077233065	0.000880112362009
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	5.64860960797e-22	8.19654716545e-19	1.62913221642e-21	0.999599640097	3.18575067842e-19	1.64106429676e-20	-4.64648029586e-21	0.999525849494	190199642.72	-8476101.88156	1797413.79915	-8462130.64111	-159.8102091	1699082.66947	1794318.63482	1698957.18289	-834.102401296	190366083.70436442	-8469535.816275893	1795888.8387352074	-8469535.730486535	-159.6864111229718	1697641.1350756234	1795888.8173690941	1697641.0750926142	-833.3947327866888	190978940.172	0.0012492194004318981	0.0	0.0	0.0	-0.0004004400684231626	0.0	0.0	0.0	-0.00047426295089641514	0.00112518814195
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	5.14402943431e-21	-9.89105766954e-19	-1.3772557199e-22	0.999494248285	-9.86974122515e-19	-1.23070516475e-20	1.13799372772e-21	0.999392107218	195456090.576	-8850086.16376	2551037.39278	-8832361.65279	-4412.66383354	1972709.64057	2545668.47028	1972507.66864	-2766.70279078	195673941.62575	-8842206.030606886	2548505.478944771	-8842206.008379849	-4408.734789469154	1970751.719119697	2548505.8162380187	1970751.344149277	-2763.95682825755	196355252.043	0.0014988761237359487	0.0	0.0	0.0	-0.0005058796505366225	0.0	0.0	0.0	-0.0006080776237305435	0.00137183933576
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	-2.40283560237e-20	-1.66690645307e-18	2.86576723219e-21	0.99938583561	-1.9303494161e-18	-1.17831878258e-21	-2.49409430345e-20	0.99925933981	199617972.854	-9208452.95936	3083604.74773	-9186720.76161	-3096.90768841	2161679.88476	3075938.39882	2161406.04404	-1832.74302105	199888696.04587504	-9199179.784550037	3080109.5600727834	-9199179.85200096	-3093.7890140255354	2159229.6755178366	3080110.006463509	2159229.446497487	-1830.665653387773	200630999.426	0.001748470534116803	0.0	0.0	0.0	-0.0006143530662052363	0.0	0.0	0.0	-0.0007409346142705002	0.00161905982645
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	-4.00272698414e-21	-1.78225989142e-19	4.03540061834e-21	0.999275511987	9.23570108177e-19	2.00332804603e-21	-1.0256212415e-20	0.999127392041	203174725.503	-9532200.18408	3446056.84173	-9506281.63218	-535.344756347	2301502.14649	3436178.08004	2301160.7264	-993.752716575	203499605.2516202	-9521482.357693987	3441671.9348219363	-9521482.333838781	-534.7428247840444	2298573.6188642047	3441672.585658718	2298573.344612419	-992.4882240399235	204293322.582	0.001998002662673058	0.0	0.0	0.0	-0.0007247505812667041	0.0	0.0	0.0	-0.0008729889029512311	0.00186654478157
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	-1.80213704154e-20	1.12258335291e-19	1.99557322778e-21	0.999164065728	-3.79980696538e-18	5.43767855177e-21	5.08240447868e-20	0.998995931375	206362455.262	-9815992.69889	3697151.47959	-9785768.98598	57.8617499639	2417609.41379	3685147.78148	2417202.49399	-264.584538076	206742688.8820242	-9803799.98519216	3691937.780893103	-9803799.777295869	57.78987829762054	2414200.1168975504	3691937.8590621706	2414200.02048956	-264.21142270082487	207579627.756	0.00224747254047937	0.0	0.0	0.0	-0.0008362838598885886	0.0	0.0	0.0	-0.0010045730395744855	0.00211416782891
100	25.0	nan	nan	1	1	5.0	5.0	5.0	1.0025	-1.12517242823e-20	1.63843262164e-18	8.85869077014e-21	0.999051988165	-7.26326202777e-19	-3.52699473435e-21	1.49430177658e-21	0.998864710082	209305143.306	-10066206.9963	3879491.52243	-10031585.249	-33.1509082027	2517351.43175	3865423.86193	2516879.65592	-294.513296979	209741873.17954773	-10052516.75663506	3873489.093483416	-10052516.855782706	-33.10582231498153	2513456.533922463	3873489.340148856	2513456.6500440007	-294.0576199582565	210615396.91	0.002496880198587146	0.0	0.0	0.0	-0.0009484614824226486	0.0	0.0	0.0	-0.0011359348477669431	0.00236186699798
110	27.5	nan	nan	1	1	5.0	5.0	5.0	1.00275	1.82471907226e-20	-3.86265842307e-19	-5.27038127288e-21	0.998939500319	3.86272852663e-18	-3.17223764914e-21	-8.68250129966e-21	0.998733657697	212077177.076	-10289771.7027	4017497.88964	-10250670.2212	-60.691601708	2604098.18946	4001406.74279	2603562.08121	-270.394413391	212571511.9204347	-10274563.547973515	4010733.4509943705	-10274563.709122714	-60.601900274756794	2599713.5543180075	4010733.70011275	2599714.0488031525	-269.93913837412424	213475880.146	0.0027462256680252286	0.0	0.0	0.0	-0.0010610624086706392	0.0	0.0	0.0	-0.0012671447919695912	0.00260960000753
120	30.0	nan	nan	1	1	5.0	5.0	5.0	1.003	-8.92279726761e-21	1.18672541915e-18	-5.08261127383e-21	0.998826717108	-4.10333179217e-18	-2.20965274019e-20	5.77525095975e-20	0.998602744147	214722236.49	-10492658.7067	4126151.23002	-10449001.1772	-66.9492645716	2680519.48192	4108061.97437	2679919.0067	-248.965431228	215275256.96168667	-10475912.411987005	4118642.132971032	-10475912.742830694	-66.84241347250692	2675641.2601076383	4118642.352107869	2675641.8530492764	-248.51234420314066	216206163.64	0.002995508979798371	0.0	0.0	0.0	-0.001173971727223904	0.0	0.0	0.0	-0.0013982329252115494	0.00285734260299
130	32.5	nan	nan	1	1	5.0	5.0	5.0	1.00325	1.42254385844e-20	3.98939945011e-18	-1.30653177753e-21	0.998713707497	-7.88478486053e-19	1.16396719895e-20	8.13912635528e-20	0.998471952386	217266590.08	-10680244.9619	4214786.719	-10631953.5298	-65.7237787682	2748175.35141	4194713.65678	2747510.74168	-215.129185789	217879348.42555308	-10661938.560193667	4206543.882490538	-10661938.895946348	-65.61112536932592	2742800.759139675	4206544.034379478	2742801.389459233	-214.70845875698203	218833626.913	0.0032447301648890294	0.0	0.0	0.0	-0.0012871204872980688	0.0	0.0	0.0	-0.0015292162694145069	0.00310507989731
