inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	5.12690421069e-23	7.74544783731e-23	-1.93111130114e-23	0.99991062601	3.5192657655e-22	6.64652546883e-23	5.8629657089e-23	0.999910316602	38317355.5631	363.087646842	37.8673407256	362.964416407	56.9209689581	515.643897968	37.8545345565	515.643757632	47.768956142	38324217.49019842	363.0294553327239	37.8612600684146	363.0294165962903	56.91184632029632	515.5610969655213	37.861313600947454	515.561116185048	47.761285504431115	38324165.1693	0.0002499687552074404	0.0	0.0	0.0	-8.937798409277725e-05	0.0	0.0	0.0	-8.968741979637249e-05	0.000226334375276
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	2.63793067222e-23	-3.1719791552e-22	1.79847159745e-23	0.999821219021	6.40237794116e-22	4.05609305835e-23	-1.42649881574e-22	0.999820600261	76665064.0502	734.856703444	70.4044252085	734.358102981	15.6506665285	1032.45755925	70.3566480567	1032.45692741	15.3512725356	76692531.37637407	734.6212495750805	70.38182351951853	734.6212065705299	15.645651931820083	1032.1261129727009	70.38185522276227	1032.1261200880933	15.346344369702873	76692515.9119	0.0004998750416509929	0.0	0.0	0.0	-0.00017879696222406727	0.0	0.0	0.0	-0.0001794158330581043	0.000452654433882
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	-3.07478543322e-23	1.22975261458e-22	9.80467519817e-23	0.999731776533	-8.44952071026e-23	-1.98949862016e-22	-4.36596267063e-23	0.999730845893	115035188.784	993.139793344	-97.7886446505	992.138549515	-224.682973115	1632.00057217	-97.6842788112	1632.00000046	-215.907725836	115097031.03806233	992.6626759575586	-97.74157471594145	992.6719174773838	-224.5750324669372	1631.2150192010827	-97.73679331612668	1631.2159662483907	-215.80380004214004	115097251.275	0.0007497188905459742	0.0	0.0	0.0	-0.0002682594453477106	0.0	0.0	0.0	-0.0002691903354675108	0.000678962733352
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	-3.69995303056e-22	1.00124397036e-21	-8.1386817457e-23	0.99964155834	-9.33938610361e-23	-8.95423013089e-23	-1.48194576618e-22	0.999640243684	152270796.505	12048.1305011	-9905.4507471	12031.7864283	1450.85246465	-14493.0554768	-9892.0110599	-14493.0297443	1333.05058994	152380216.01804614	12040.426026003495	-9899.103442978705	12040.432289767054	1449.9246811501798	-14483.76848591925	-9899.119310845454	-14483.761817900326	1332.1963857528865	152378829.414	0.0009995003330834232	0.0	0.0	0.0	-0.0003585059155670602	0.0	0.0	0.0	-0.00035982104382857236	0.000905776193434
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	2.07208743445e-22	-8.8478340246e-21	2.47559647701e-22	0.999542114371	-1.57052388508e-20	-4.51795710819e-22	-4.66762510027e-22	0.999540411372	178823239.423	79594.4016463	-90053.0727674	79458.7076211	6095.378421	-42937.9644793	-89899.3495286	-42937.8759678	5863.38355798	178987418.1055004	79531.58466711079	-89981.84835393373	79531.65913440727	6090.567865841563	-42904.004157442105	-89981.88665750378	-42903.98881486826	5858.746114281399	178981579.743	0.0012492194004318981	0.0	0.0	0.0	-0.00045799049063577796	0.0	0.0	0.0	-0.00045969427122301217	0.00113870827912
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	-4.78110394056e-22	1.59247519059e-20	-1.11105865902e-21	0.999426480189	1.89892751297e-20	6.90075426022e-22	1.494198379e-21	0.999421990246	186904895.548	99321.572218	-108530.575697	99115.9266191	-7119.0495031	-31549.9726661	-108305.514011	-31549.8491216	-6936.31464255	187120308.08458078	99230.16900407766	-108430.21053536065	99230.16018749303	-7112.498015944448	-31520.796389405492	-108430.33880721731	-31520.814567030633	-6929.900188965745	187127510.422	0.0014988761237359487	0.0	0.0	0.0	-0.000573684336395262	0.0	0.0	0.0	-0.0005781768660356842	0.00138320691519
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	7.28539324506e-22	1.81100855361e-22	-3.91153032161e-22	0.999307822146	-5.92661467209e-20	-1.42652466514e-21	-1.62799484308e-21	0.999298471927	190703889.823	100934.513368	-114794.663002	100688.391493	-4084.03666008	-16598.7500105	-114513.714377	-16598.591024	-5271.35972085	190969953.0468311	100828.92086010595	-114673.4977418267	100828.86832369212	-4079.7641505202937	-16581.230103119473	-114673.4798020697	-16581.2264299157	-5265.795823928826	190974811.127	0.001748470534116803	0.0	0.0	0.0	-0.0006924175196911306	0.0	0.0	0.0	-0.0007017742589626372	0.00163038656533
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	-1.00119873392e-21	6.57875869715e-20	1.51725603858e-21	0.999189005608	1.43403132919e-20	1.82227888945e-21	-3.96209173655e-21	0.999173738055	193786699.721	101042.273857	-119686.874127	100758.828968	-1648.9185049	-4245.95919836	-119349.267291	-4245.90360729	-2159.286514	194104368.25983837	100923.98231758356	-119544.92843721333	100923.99979767724	-1646.9880939851298	-4240.92359515277	-119544.91285081576	-4240.932871233219	-2156.725653288143	194106459.405	0.001998002662673058	0.0	0.0	0.0	-0.000811323425860419	0.0	0.0	0.0	-0.000826603487549818	0.0018779981337
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	-3.37334593557e-21	-4.09784758471e-20	-4.00438134537e-21	0.999070205656	1.78138514792e-20	-2.22759738961e-21	5.84330724465e-21	0.999048550217	196611193.377	101475.31953	-126484.974687	101153.362078	-465.324349124	6091.17450355	-126080.977531	6091.00952465	-337.313845419	196981589.5752349	101343.9362927843	-126318.4725879851	101343.92508770885	-464.72187928575397	6083.156212501464	-126318.50172250254	6083.123306080138	-336.86981273110143	196982190.369	0.00224747254047937	0.0	0.0	0.0	-0.0009302268708883113	0.0	0.0	0.0	-0.0009519026986512319	0.00212572838817
