inc	time	elem	node	ip	grain	1_pos	2_pos	3_pos	1_f	2_f	3_f	4_f	5_f	6_f	7_f	8_f	9_f	1_p	2_p	3_p	4_p	5_p	6_p	7_p	8_p	9_p	1_Cauchy	2_Cauchy	3_Cauchy	4_Cauchy	5_Cauchy	6_Cauchy	7_Cauchy	8_Cauchy	9_Cauchy	Mises(Cauchy)	1_ln(V)	2_ln(V)	3_ln(V)	4_ln(V)	5_ln(V)	6_ln(V)	7_ln(V)	8_ln(V)	9_ln(V)	Mises(ln(V))
0	0.0	nan	nan	1	1	5.0	5.0	5.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.27371259495e-05	-3.15502570016e-07	-6.92420200697e-07	-3.15502570016e-07	1.71935763272e-05	-7.70809767733e-08	-6.92420200697e-07	-7.70809767733e-08	1.80852405399e-05	1.27371259495e-05	-3.15502570016e-07	-6.92420200697e-07	-3.15502570016e-07	1.71935763272e-05	-7.70809767733e-08	-6.92420200697e-07	-7.70809767733e-08	1.80852405399e-05	5.13648319413e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	2.5	nan	nan	1	1	5.0	5.0	5.0	1.00025	-4.66033557112e-21	5.26856018306e-20	-7.66925674807e-22	0.999931215048	2.08065030475e-19	7.15524154555e-22	-1.8357722732e-21	0.999926716509	55369860.614	-2358495.12492	131238.335839	-2357743.4604	1.34629590504	332383.609922	131195.919035	332382.114898	1.58932694888	55377727.76241196	-2358078.4567292337	131214.56004260038	-2358078.4570482597	1.346058059019928	332323.39363698266	131214.55982178627	332323.3939564156	1.5890390184234953	55531586.8665	0.0002499687552074404	0.0	0.0	0.0	-6.878731779309947e-05	0.0	0.0	0.0	-7.328617636599863e-05	0.000214019430369
20	5.0	nan	nan	1	1	5.0	5.0	5.0	1.0005	1.1182447906e-22	5.0342082833e-20	-1.83215335802e-21	0.999862404894	-2.0441390695e-19	-9.2524933652e-21	-1.01606213555e-21	0.999853405533	110783756.012	-4718735.09986	262614.394447	-4715727.95958	-113.686247774	664761.375716	262444.672847	664755.393571	-120.202909073	110815246.31431293	-4717068.407533304	262519.2742379305	-4717068.406089654	-113.64609294589343	664520.5959172667	262519.2727918464	664520.5970227411	-120.15937099556193	111123032.896	0.0004998750416509929	0.0	0.0	0.0	-0.0001376045730749999	0.0	0.0	0.0	-0.00014660521301892253	0.000428018169497
30	7.5	nan	nan	1	1	5.0	5.0	5.0	1.00075	6.37053148758e-21	-3.03785440381e-20	-4.51387290391e-21	0.999791326025	-2.61871785153e-19	-2.35371658363e-21	1.97843507947e-21	0.999775976978	162910456.622	-6905413.01828	442184.444749	-6898798.05089	-1614.64134523	991305.161196	441754.011682	991289.89741	-3939.540964	162980970.37945372	-6901783.99840859	441945.27743555664	-6901784.109505078	-1613.7927985157735	990768.9872192325	441945.21939131373	990768.9422221631	-3937.410157636844	163432359.536	0.0007497188905459742	0.0	0.0	0.0	-0.00020869575044352585	0.0	0.0	0.0	-0.00022404811890564986	0.000644121539252
40	10.0	nan	nan	1	1	5.0	5.0	5.0	1.001	-9.18377275087e-21	-2.21072393908e-19	-5.18083897157e-21	0.999699317371	3.18949470467e-19	8.27800998012e-21	-2.84477752415e-21	0.999659332965	183880363.013	-7919401.48062	1117855.07372	-7909111.17051	4196.60721353	1572430.00765	1116357.8297	1572367.1147	4286.72097848	183998351.44643623	-7914186.092940092	1117074.2201979326	-7914186.120448049	4193.843502962679	1571331.620624219	1117074.15040615	1571331.6192653556	4283.726582110686	184534244.336	0.0009995003330834232	0.0	0.0	0.0	-0.00030072784308504935	0.0	0.0	0.0	-0.0003407250751961273	0.000880454079019
50	12.5	nan	nan	1	1	5.0	5.0	5.0	1.00125	-7.57883556736e-21	1.07537095962e-18	2.38724324783e-21	0.999596261806	1.31268186538e-19	-6.80162183369e-21	-1.79239698983e-21	0.999528502677	191907253.711	-8424747.29331	2135958.02999	-8410832.2561	1532.58145898	1981537.3777	2132285.61266	1981402.74739	545.860798411	192075328.2965212	-8418198.664561788	2134153.0548204225	-8418198.559968125	1531.3901701909322	1979862.8945340759	2134153.0929851597	1979862.5859416386	545.399522874054	192692901.901	0.0012492194004318981	0.0	0.0	0.0	-0.0004038197182087572	0.0	0.0	0.0	-0.0004716085128146413	0.00112530315475
60	15.0	nan	nan	1	1	5.0	5.0	5.0	1.0015	-6.08660174232e-21	-1.02661401334e-18	-8.70607594712e-22	0.999488999849	-1.11648496384e-18	-6.37890669128e-21	2.33306291771e-21	0.999397052207	197439375.23	-8851844.56267	2900723.58023	-8834070.22599	-4413.1124582	2236317.87423	2894632.58353	2236112.13557	-3595.19724599	197659496.71982455	-8843919.10415135	2897859.8185172705	-8843919.166694427	-4409.161198157197	2234110.0521716145	2897859.755597573	2234110.042803002	-3591.6478597978967	198357428.22	0.0014988761237359487	0.0	0.0	0.0	-0.0005111307560718933	0.0	0.0	0.0	-0.0006031296391199906	0.00137169964954
70	17.5	nan	nan	1	1	5.0	5.0	5.0	1.00175	1.09415315525e-20	1.38397366725e-18	9.88853063277e-21	0.999379128597	-6.79958386745e-19	-2.04484217302e-21	5.81983599477e-21	0.999266143098	201862815.578	-9240490.6254	3423538.68278	-9218620.93583	-4206.905369	2406129.37045	3415050.2204	2405857.23692	-2954.73662805	202136563.60255083	-9231122.339213187	3419681.1385827013	-9231122.392638877	-4202.6402823227545	2403418.2135883537	3419681.401476612	2403418.10678787	-2951.407316425332	202900688.098	0.001748470534116803	0.0	0.0	0.0	-0.0006210642234648491	0.0	0.0	0.0	-0.0007341263067874192	0.0016186939232
80	20.0	nan	nan	1	1	5.0	5.0	5.0	1.002	2.5696365729e-21	-1.35238808575e-18	4.8431424865e-22	0.999267579487	1.46434646467e-18	-2.53445037759e-20	-3.62499495742e-20	0.999135775781	205653289.863	-9580816.04737	3791632.41594	-9554689.57171	-3418.85387052	2535779.0708	3780794.11665	2535444.552	-3100.33678268	205982039.61985168	-9569963.25606674	3786837.845082412	-9569963.345718602	-3414.9811202897818	2532572.5436105425	3786837.954545241	2532572.4949176186	-3096.416364570783	206801732.766	0.001998002662673058	0.0	0.0	0.0	-0.0007326888639422427	0.0	0.0	0.0	-0.0008645978760479654	0.00186598547364
90	22.5	nan	nan	1	1	5.0	5.0	5.0	1.00225	-4.34915022468e-20	1.64277640553e-18	-2.23793714726e-21	0.999155071684	-3.5552756259e-18	-9.87105644232e-21	-6.72824574348e-20	0.999005699256	209054021.169	-9868658.21322	4058688.44393	-9838184.13198	-2119.73075484	2643898.58376	4045550.35879	2643503.52235	-1716.24245718	209439051.60657445	-9856303.710276848	4053001.391554705	-9856303.852041313	-2117.0770790024694	2640193.941255769	4053001.351677695	2640194.139114561	-1713.837650583602	210302523.027	0.00224747254047937	0.0	0.0	0.0	-0.0008452854691229785	0.0	0.0	0.0	-0.0009947953888959989	0.00211343883269
